DEBUG: General     , 1685430376916> 1.888.296> LoggerManager.init                  > Initializing...
LOG  : General     , 1685430400935> 1.912.310> Count = 8856
LOG  : General     , 1685430400949> 1.912.324> scriptmanager = zombie.radio.scripting.RadioScriptManager@42297bdf, isNewGame = false
LOG  : General     , 1685430400949> 1.912.324> name = Automated Emergency Broadcast System, freq = 106800, cat = Emergency, uuid = EMRG-711984
LOG  : General     , 1685430400950> 1.912.325> Radio Loading channels...
LOG  : General     , 1685430400951> 1.912.326> Loading GlobalModData:/home/sergio/Zomboid/Saves/Multiplayer/zehio/global_mod_data.bin
LOG  : General     , 1685430400952> 1.912.326> erosion: reading /home/sergio/Zomboid/Saves/Multiplayer/zehio/erosion.ini
LOG  : General     , 1685430400961> 1.912.336> WorldDictionary: Checking dictionary...
LOG  : General     , 1685430400972> 1.912.346> Loading WorldDictionary:/home/sergio/Zomboid/Saves/Multiplayer/zehio/WorldDictionary.bin
LOG  : General     , 1685430401131> 1.912.506> IsoMetaGrid.Create: finished loading in 0.753 seconds
LOG  : General     , 1685430401136> 1.912.511> Calculate weather front strength = 0.9245344
LOG  : General     , 1685430401141> 1.912.515> Calculate weather front strength = 0.52635646
LOG  : General     , 1685430401143> 1.912.518> Calculate weather front strength = 0.6378846
LOG  : General     , 1685430401145> 1.912.519> Calculate weather front strength = 0.8018901
LOG  : General     , 1685430401148> 1.912.522> Calculate weather front strength = 0.7543837
LOG  : Lua         , 1685430401150> 1.912.525> Loading: media/maps/Muldraugh, KY/objects.lua
LOG  : General     , 1685430401349> 1.912.724> ERROR: Mannequin zone missing properties in media/maps/Muldraugh, KY/objects.lua at 13583,1299,0
LOG  : Lua         , 1685430401915> 1.913.290> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/mapszones/Muldraugh, KY/tsarzones.lua
LOG  : General     , 1685430401995> 1.913.369> loading 18906 zones from map_zone.bin
LOG  : General     , 1685430402116> 1.913.491> Max #ZONES on one chunk is 11
LOG  : General     , 1685430402238> 1.913.613> reanimate: loaded 2 zombies
LOG  : Network     , 1685430402280> 1.913.655> Initialising RakNet...
LOG  : Network     , 1685430402280> 1.913.655> [30-05-23 09:06:42.280] > ZNet: [-> CZombienet: RakNetPeerInterface_Init
LOG  : Network     , 1685430402280> 1.913.655> [30-05-23 09:06:42.280] > ZNet: [-> CZombienet: RakNetPeerInterface_SetMaximumIncomingConnections
LOG  : Network     , 1685430402280> 1.913.655> [30-05-23 09:06:42.280] > ZNet: [-> CZombienet: RakNetPeerInterface_SetServerPort
LOG  : Network     , 1685430402510> 1.913.885> [30-05-23 09:06:42.510] > ZNet: [-> CZombienet: RakNetPeerInterface_SetIncomingPassword
LOG  : Network     , 1685430402511> 1.913.886> [30-05-23 09:06:42.511] > ZNet: [-> CZombienet: RakNetPeerInterface_SetOccasionalPing
LOG  : Network     , 1685430402511> 1.913.886> [30-05-23 09:06:42.511] > ZNet: [-> CZombienet: RakNetPeerInterface_Startup
LOG  : Network     , 1685430402511> 1.913.886> [30-05-23 09:06:42.511] > ZNet: Startup version 41.78.16
LOG  : Network     , 1685430402511> 1.913.886> [30-05-23 09:06:42.511] > ZNet: Zomboid Steam Server started, ports 16262 and 16261 must be open on the router
LOG  : Network     , 1685430402533> 1.913.908> [30-05-23 09:06:42.533] > ZNet: SRakNet -> SZombienet: OnRakPeerStartup
LOG  : Network     , 1685430402533> 1.913.908> [30-05-23 09:06:42.533] > ZNet: OnRakPeerStartup
LOG  : Network     , 1685430402543> 1.913.918> [30-05-23 09:06:42.543] > ZNet: GetRakPeerInterface GetSockets receives 2 sockets
LOG  : Network     , 1685430402543> 1.913.918> [30-05-23 09:06:42.543] > ZNet: SZombienet -> SSteamSDK: InitRelayNetworkAccess
LOG  : Network     , 1685430402544> 1.913.919> [30-05-23 09:06:42.544] > ZNet: SZombienet -> SRakNet: SetSocketLayerOverride this
LOG  : Network     , 1685430402545> 1.913.919> RakNet.Startup() return code: 0 (0 means success)
LOG  : Network     , 1685430402545> 1.913.920> *** SERVER STARTED ****
LOG  : Network     , 1685430402545> 1.913.920> *** Steam is enabled
LOG  : Network     , 1685430402546> 1.913.920> Server is listening on port 16261 (for Steam connection) and port 16262 (for UDPRakNet connection)
LOG  : Network     , 1685430402546> 1.913.920> Clients should use 16261 port for connections
LOG  : General     , 1685430402546> 1.913.921> LuaNet: Initializing...
LOG  : General     , 1685430402546> 1.913.921> LuaNet: Registering server listener...
LOG  : General     , 1685430402546> 1.913.921> LuaNet: Initialization [DONE], triggering events for 'LuaNet.onInitAdd'.
may 30, 2023 9:06:42 A. M. de.btobastian.javacord.utils.JavacordLogger info
INFORMACIÓN: No SLF4J compatible logger was found. Using default javacord implementation!
LOG  : Network     , 1685430402682> 1.914.057> *** DISCORD ENABLED ****
LOG  : General     , 1685430402683> 1.914.058> ##########
Server Steam ID 90172964183826434
##########
LOG  : Multiplayer , 1685430402693> 1.914.068> [MPStatistics] mem usage notification threshold=16.320.875.520
LOG  : Network     , 1685430406759> 1.918.134> *** DISCORD API CONNECTED ****
LOG  : Network     , 1685430406759> 1.918.134> DISCORD: set default channel name = "general"
LOG  : Network     , 1685430406760> 1.918.134> Discord enabled on channel with ID: 1112316754719412297
LOG  : Network     , 1685430406781> 1.918.156> *** DISCORD INITIALIZATION SUCCEEDED ****
may 30, 2023 9:06:47 A. M. de.btobastian.javacord.utils.JavacordLogger info
INFORMACIÓN: Updated profile (username: servertest, email: null, password: null, change avatar: false
